drugbankid,atccodes,targets,name
DB01383,A10AD01,Insulin-like growth factor-binding protein 7,Insulin human
DB01383,A10AF01,Insulin receptor,Insulin human
DB01383,A10AF01,Insulin-like growth factor 1 receptor,Insulin human
DB01383,A10AF01,Carboxypeptidase E,Insulin human
DB01383,A10AF01,Protein NOV homolog,Insulin human
DB01383,A10AF01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB01383,A10AF01,Insulin-like growth factor-binding protein 7,Insulin human
DB05278,A10AC01,Insulin receptor,Insulin human
DB05278,A10AC01,Insulin-like growth factor 1 receptor,Insulin human
DB05278,A10AC01,Carboxypeptidase E,Insulin human
DB05278,A10AC01,Protein NOV homolog,Insulin human
DB05278,A10AC01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05278,A10AC01,Insulin-like growth factor-binding protein 7,Insulin human
DB05278,A10AE01,Insulin receptor,Insulin human
DB05278,A10AE01,Insulin-like growth factor 1 receptor,Insulin human
DB05278,A10AE01,Carboxypeptidase E,Insulin human
DB05278,A10AE01,Protein NOV homolog,Insulin human
DB05278,A10AE01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05278,A10AE01,Insulin-like growth factor-binding protein 7,Insulin human
DB05278,A10AB01,Insulin receptor,Insulin human
DB05278,A10AB01,Insulin-like growth factor 1 receptor,Insulin human
DB05278,A10AB01,Carboxypeptidase E,Insulin human
DB05278,A10AB01,Protein NOV homolog,Insulin human
DB05278,A10AB01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05278,A10AB01,Insulin-like growth factor-binding protein 7,Insulin human
DB05278,A10AD01,Insulin receptor,Insulin human
DB05278,A10AD01,Insulin-like growth factor 1 receptor,Insulin human
DB05278,A10AD01,Carboxypeptidase E,Insulin human
DB05278,A10AD01,Protein NOV homolog,Insulin human
DB05278,A10AD01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05278,A10AD01,Insulin-like growth factor-binding protein 7,Insulin human
DB05278,A10AF01,Insulin receptor,Insulin human
DB05278,A10AF01,Insulin-like growth factor 1 receptor,Insulin human
DB05278,A10AF01,Carboxypeptidase E,Insulin human
DB05278,A10AF01,Protein NOV homolog,Insulin human
DB05278,A10AF01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05278,A10AF01,Insulin-like growth factor-binding protein 7,Insulin human
DB05215,A10AC01,Insulin receptor,Insulin human
DB05215,A10AC01,Insulin-like growth factor 1 receptor,Insulin human
DB05215,A10AC01,Carboxypeptidase E,Insulin human
DB05215,A10AC01,Protein NOV homolog,Insulin human
DB05215,A10AC01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05215,A10AC01,Insulin-like growth factor-binding protein 7,Insulin human
DB05215,A10AE01,Insulin receptor,Insulin human
DB05215,A10AE01,Insulin-like growth factor 1 receptor,Insulin human
DB05215,A10AE01,Carboxypeptidase E,Insulin human
DB05215,A10AE01,Protein NOV homolog,Insulin human
DB05215,A10AE01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05215,A10AE01,Insulin-like growth factor-binding protein 7,Insulin human
DB05215,A10AB01,Insulin receptor,Insulin human
DB05215,A10AB01,Insulin-like growth factor 1 receptor,Insulin human
DB05215,A10AB01,Carboxypeptidase E,Insulin human
DB05215,A10AB01,Protein NOV homolog,Insulin human
DB05215,A10AB01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05215,A10AB01,Insulin-like growth factor-binding protein 7,Insulin human
DB05215,A10AD01,Insulin receptor,Insulin human
DB05215,A10AD01,Insulin-like growth factor 1 receptor,Insulin human
DB05215,A10AD01,Carboxypeptidase E,Insulin human
DB05215,A10AD01,Protein NOV homolog,Insulin human
DB05215,A10AD01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05215,A10AD01,Insulin-like growth factor-binding protein 7,Insulin human
DB05215,A10AF01,Insulin receptor,Insulin human
DB05215,A10AF01,Insulin-like growth factor 1 receptor,Insulin human
DB05215,A10AF01,Carboxypeptidase E,Insulin human
DB05215,A10AF01,Protein NOV homolog,Insulin human
DB05215,A10AF01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05215,A10AF01,Insulin-like growth factor-binding protein 7,Insulin human
DB05283,A10AC01,Insulin receptor,Insulin human
DB05283,A10AC01,Insulin-like growth factor 1 receptor,Insulin human
DB05283,A10AC01,Carboxypeptidase E,Insulin human
DB05283,A10AC01,Protein NOV homolog,Insulin human
DB05283,A10AC01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05283,A10AC01,Insulin-like growth factor-binding protein 7,Insulin human
DB05283,A10AE01,Insulin receptor,Insulin human
DB05283,A10AE01,Insulin-like growth factor 1 receptor,Insulin human
DB05283,A10AE01,Carboxypeptidase E,Insulin human
DB05283,A10AE01,Protein NOV homolog,Insulin human
DB05283,A10AE01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05283,A10AE01,Insulin-like growth factor-binding protein 7,Insulin human
DB05283,A10AB01,Insulin receptor,Insulin human
DB05283,A10AB01,Insulin-like growth factor 1 receptor,Insulin human
DB05283,A10AB01,Carboxypeptidase E,Insulin human
DB05283,A10AB01,Protein NOV homolog,Insulin human
DB05283,A10AB01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05283,A10AB01,Insulin-like growth factor-binding protein 7,Insulin human
DB05283,A10AD01,Insulin receptor,Insulin human
DB05283,A10AD01,Insulin-like growth factor 1 receptor,Insulin human
DB05283,A10AD01,Carboxypeptidase E,Insulin human
DB05283,A10AD01,Protein NOV homolog,Insulin human
DB05283,A10AD01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05283,A10AD01,Insulin-like growth factor-binding protein 7,Insulin human
DB05283,A10AF01,Insulin receptor,Insulin human
DB05283,A10AF01,Insulin-like growth factor 1 receptor,Insulin human
DB05283,A10AF01,Carboxypeptidase E,Insulin human
DB05283,A10AF01,Protein NOV homolog,Insulin human
DB05283,A10AF01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB05283,A10AF01,Insulin-like growth factor-binding protein 7,Insulin human
DB08914,A10AC01,Insulin receptor,Insulin human
DB08914,A10AC01,Insulin-like growth factor 1 receptor,Insulin human
DB08914,A10AC01,Carboxypeptidase E,Insulin human
DB08914,A10AC01,Protein NOV homolog,Insulin human
DB08914,A10AC01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB08914,A10AC01,Insulin-like growth factor-binding protein 7,Insulin human
DB08914,A10AE01,Insulin receptor,Insulin human
DB08914,A10AE01,Insulin-like growth factor 1 receptor,Insulin human
DB08914,A10AE01,Carboxypeptidase E,Insulin human
DB08914,A10AE01,Protein NOV homolog,Insulin human
DB08914,A10AE01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB08914,A10AE01,Insulin-like growth factor-binding protein 7,Insulin human
DB08914,A10AB01,Insulin receptor,Insulin human
DB08914,A10AB01,Insulin-like growth factor 1 receptor,Insulin human
DB08914,A10AB01,Carboxypeptidase E,Insulin human
DB08914,A10AB01,Protein NOV homolog,Insulin human
DB08914,A10AB01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB08914,A10AB01,Insulin-like growth factor-binding protein 7,Insulin human
DB08914,A10AD01,Insulin receptor,Insulin human
DB08914,A10AD01,Insulin-like growth factor 1 receptor,Insulin human
DB08914,A10AD01,Carboxypeptidase E,Insulin human
DB08914,A10AD01,Protein NOV homolog,Insulin human
DB08914,A10AD01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB08914,A10AD01,Insulin-like growth factor-binding protein 7,Insulin human
DB08914,A10AF01,Insulin receptor,Insulin human
DB08914,A10AF01,Insulin-like growth factor 1 receptor,Insulin human
DB08914,A10AF01,Carboxypeptidase E,Insulin human
DB08914,A10AF01,Protein NOV homolog,Insulin human
DB08914,A10AF01,Low-density lipoprotein receptor-related protein 2,Insulin human
DB08914,A10AF01,Insulin-like growth factor-binding protein 7,Insulin human
DB00031,B01AD11,Plasminogen,Tenecteplase
DB00031,B01AD11,Fibrinogen alpha chain,Tenecteplase
DB00031,B01AD11,Urokinase plasminogen activator surface receptor,Tenecteplase
DB00031,B01AD11,Plasminogen activator inhibitor 1,Tenecteplase
DB00031,B01AD11,Plasminogen activator inhibitor 2,Tenecteplase
DB00031,B01AD11,Tetranectin,Tenecteplase
DB00031,B01AD11,"Keratin, type II cytoskeletal 8",Tenecteplase
DB00031,B01AD11,Annexin A2,Tenecteplase
DB00031,B01AD11,Calreticulin,Tenecteplase
DB00031,B01AD11,Calnexin,Tenecteplase
DB00031,B01AD11,Prolow-density lipoprotein receptor-related protein 1,Tenecteplase
BTD00019,B01AD11,Plasminogen,Tenecteplase
BTD00019,B01AD11,Fibrinogen alpha chain,Tenecteplase
BTD00019,B01AD11,Urokinase plasminogen activator surface receptor,Tenecteplase
BTD00019,B01AD11,Plasminogen activator inhibitor 1,Tenecteplase
BTD00019,B01AD11,Plasminogen activator inhibitor 2,Tenecteplase
BTD00019,B01AD11,Tetranectin,Tenecteplase
BTD00019,B01AD11,"Keratin, type II cytoskeletal 8",Tenecteplase
BTD00019,B01AD11,Annexin A2,Tenecteplase
BTD00019,B01AD11,Calreticulin,Tenecteplase
BTD00019,B01AD11,Calnexin,Tenecteplase
BTD00019,B01AD11,Prolow-density lipoprotein receptor-related protein 1,Tenecteplase
BIOD00019,B01AD11,Plasminogen,Tenecteplase
BIOD00019,B01AD11,Fibrinogen alpha chain,Tenecteplase
BIOD00019,B01AD11,Urokinase plasminogen activator surface receptor,Tenecteplase
BIOD00019,B01AD11,Plasminogen activator inhibitor 1,Tenecteplase
BIOD00019,B01AD11,Plasminogen activator inhibitor 2,Tenecteplase
BIOD00019,B01AD11,Tetranectin,Tenecteplase
BIOD00019,B01AD11,"Keratin, type II cytoskeletal 8",Tenecteplase
BIOD00019,B01AD11,Annexin A2,Tenecteplase
BIOD00019,B01AD11,Calreticulin,Tenecteplase
BIOD00019,B01AD11,Calnexin,Tenecteplase
BIOD00019,B01AD11,Prolow-density lipoprotein receptor-related protein 1,Tenecteplase
DB00032,G03GA02,Follicle-stimulating hormone receptor,Menotropins
DB00032,G03GA02,Lutropin-choriogonadotropic hormone receptor,Menotropins
DB00032,G03GA03,Follicle-stimulating hormone receptor,Menotropins
DB00032,G03GA03,Lutropin-choriogonadotropic hormone receptor,Menotropins
BTD00018,G03GA02,Follicle-stimulating hormone receptor,Menotropins
BTD00018,G03GA02,Lutropin-choriogonadotropic hormone receptor,Menotropins
BTD00018,G03GA03,Follicle-stimulating hormone receptor,Menotropins
BTD00018,G03GA03,Lutropin-choriogonadotropic hormone receptor,Menotropins
BIOD00018,G03GA02,Follicle-stimulating hormone receptor,Menotropins
BIOD00018,G03GA02,Lutropin-choriogonadotropic hormone receptor,Menotropins
BIOD00018,G03GA03,Follicle-stimulating hormone receptor,Menotropins
BIOD00018,G03GA03,Lutropin-choriogonadotropic hormone receptor,Menotropins
DB00034,L03AB04,Interferon alpha/beta receptor 1,Interferon alfa-2a
DB00034,L03AB04,Interferon alpha/beta receptor 2,Interferon alfa-2a
BTD00095,L03AB04,Interferon alpha/beta receptor 1,Interferon alfa-2a
BTD00095,L03AB04,Interferon alpha/beta receptor 2,Interferon alfa-2a
BTD00012,L03AB04,Interferon alpha/beta receptor 1,Interferon alfa-2a
BTD00012,L03AB04,Interferon alpha/beta receptor 2,Interferon alfa-2a
BIOD00095,L03AB04,Interferon alpha/beta receptor 1,Interferon alfa-2a
BIOD00095,L03AB04,Interferon alpha/beta receptor 2,Interferon alfa-2a
BIOD00012,L03AB04,Interferon alpha/beta receptor 1,Interferon alfa-2a
BIOD00012,L03AB04,Interferon alpha/beta receptor 2,Interferon alfa-2a
DB00037,L03AB04,Interferon alpha/beta receptor 1,Interferon alfa-2a
DB00037,L03AB04,Interferon alpha/beta receptor 2,Interferon alfa-2a
DB00035,H01BA02,Vasopressin V2 receptor,Desmopressin
DB00035,H01BA02,Vasopressin V1a receptor,Desmopressin
DB00035,H01BA02,Vasopressin V1b receptor,Desmopressin
BTD00112,H01BA02,Vasopressin V2 receptor,Desmopressin
BTD00112,H01BA02,Vasopressin V1a receptor,Desmopressin
BTD00112,H01BA02,Vasopressin V1b receptor,Desmopressin
BTD00061,H01BA02,Vasopressin V2 receptor,Desmopressin
BTD00061,H01BA02,Vasopressin V1a receptor,Desmopressin
BTD00061,H01BA02,Vasopressin V1b receptor,Desmopressin
BIOD00112,H01BA02,Vasopressin V2 receptor,Desmopressin
BIOD00112,H01BA02,Vasopressin V1a receptor,Desmopressin
BIOD00112,H01BA02,Vasopressin V1b receptor,Desmopressin
BIOD00061,H01BA02,Vasopressin V2 receptor,Desmopressin
BIOD00061,H01BA02,Vasopressin V1a receptor,Desmopressin
BIOD00061,H01BA02,Vasopressin V1b receptor,Desmopressin
DB00036,B02BD08,Coagulation factor X,Coagulation factor VIIa Recombinant Human
DB00036,B02BD08,Tissue factor pathway inhibitor,Coagulation factor VIIa Recombinant Human
DB00036,B02BD08,Vitamin K-dependent gamma-carboxylase,Coagulation factor VIIa Recombinant Human
DB00036,B02BD08,Coagulation factor VII,Coagulation factor VIIa Recombinant Human
DB00036,B02BD08,Tissue factor,Coagulation factor VIIa Recombinant Human
BTD00006,B02BD08,Coagulation factor X,Coagulation factor VIIa Recombinant Human
BTD00006,B02BD08,Tissue factor pathway inhibitor,Coagulation factor VIIa Recombinant Human
BTD00006,B02BD08,Vitamin K-dependent gamma-carboxylase,Coagulation factor VIIa Recombinant Human
BTD00006,B02BD08,Coagulation factor VII,Coagulation factor VIIa Recombinant Human
BTD00006,B02BD08,Tissue factor,Coagulation factor VIIa Recombinant Human
BIOD00006,B02BD08,Coagulation factor X,Coagulation factor VIIa Recombinant Human
BIOD00006,B02BD08,Tissue factor pathway inhibitor,Coagulation factor VIIa Recombinant Human
BIOD00006,B02BD08,Vitamin K-dependent gamma-carboxylase,Coagulation factor VIIa Recombinant Human
BIOD00006,B02BD08,Coagulation factor VII,Coagulation factor VIIa Recombinant Human
BIOD00006,B02BD08,Tissue factor,Coagulation factor VIIa Recombinant Human
DB00038,L03AC02,Interleukin-11 receptor subunit alpha,Oprelvekin
BTD00021,L03AC02,Interleukin-11 receptor subunit alpha,Oprelvekin
BIOD00021,L03AC02,Interleukin-11 receptor subunit alpha,Oprelvekin
DB00039,V03AF08,Fibroblast growth factor receptor 2,Palifermin
DB00039,V03AF08,Fibroblast growth factor receptor 1,Palifermin
DB00039,V03AF08,Basement membrane-specific heparan sulfate proteoglycan core protein,Palifermin
BTD00042,V03AF08,Fibroblast growth factor receptor 2,Palifermin
BTD00042,V03AF08,Fibroblast growth factor receptor 1,Palifermin
BTD00042,V03AF08,Basement membrane-specific heparan sulfate proteoglycan core protein,Palifermin
BIOD00042,V03AF08,Fibroblast growth factor receptor 2,Palifermin
BIOD00042,V03AF08,Fibroblast growth factor receptor 1,Palifermin
BIOD00042,V03AF08,Basement membrane-specific heparan sulfate proteoglycan core protein,Palifermin
DB00040,H04AA01,Glucagon receptor,Glucagon
DB00040,H04AA01,Glucagon-like peptide 2 receptor,Glucagon
DB00040,H04AA01,Glucagon-like peptide 1 receptor,Glucagon
BTD00057,H04AA01,Glucagon receptor,Glucagon
BTD00057,H04AA01,Glucagon-like peptide 2 receptor,Glucagon
BTD00057,H04AA01,Glucagon-like peptide 1 receptor,Glucagon
BIOD00057,H04AA01,Glucagon receptor,Glucagon
BIOD00057,H04AA01,Glucagon-like peptide 2 receptor,Glucagon
BIOD00057,H04AA01,Glucagon-like peptide 1 receptor,Glucagon
DB00041,L03AC01,Interleukin-2 receptor subunit beta,Aldesleukin
DB00041,L03AC01,Interleukin-2 receptor subunit alpha,Aldesleukin
DB00041,L03AC01,Cytokine receptor common subunit gamma,Aldesleukin
BTD00082,L03AC01,Interleukin-2 receptor subunit beta,Aldesleukin
BTD00082,L03AC01,Interleukin-2 receptor subunit alpha,Aldesleukin
BTD00082,L03AC01,Cytokine receptor common subunit gamma,Aldesleukin
BIOD00082,L03AC01,Interleukin-2 receptor subunit beta,Aldesleukin
BIOD00082,L03AC01,Interleukin-2 receptor subunit alpha,Aldesleukin
BIOD00082,L03AC01,Cytokine receptor common subunit gamma,Aldesleukin
DB00042,M03AX01,Vesicle-associated membrane protein 2,Botulinum toxin type B
DB00042,M03AX01,Vesicle-associated membrane protein 1,Botulinum toxin type B
DB00042,M03AX01,Synaptotagmin-2,Botulinum toxin type B
BTD00070,M03AX01,Vesicle-associated membrane protein 2,Botulinum toxin type B
BTD00070,M03AX01,Vesicle-associated membrane protein 1,Botulinum toxin type B
BTD00070,M03AX01,Synaptotagmin-2,Botulinum toxin type B
BIOD00070,M03AX01,Vesicle-associated membrane protein 2,Botulinum toxin type B
BIOD00070,M03AX01,Vesicle-associated membrane protein 1,Botulinum toxin type B
BIOD00070,M03AX01,Synaptotagmin-2,Botulinum toxin type B
DB00043,R03DX05,High affinity immunoglobulin epsilon receptor subunit alpha,Omalizumab
DB00043,R03DX05,High affinity immunoglobulin epsilon receptor subunit beta,Omalizumab
BTD00081,R03DX05,High affinity immunoglobulin epsilon receptor subunit alpha,Omalizumab
BTD00081,R03DX05,High affinity immunoglobulin epsilon receptor subunit beta,Omalizumab
BIOD00081,R03DX05,High affinity immunoglobulin epsilon receptor subunit alpha,Omalizumab
BIOD00081,R03DX05,High affinity immunoglobulin epsilon receptor subunit beta,Omalizumab
DB00044,G03GA07,Lutropin-choriogonadotropic hormone receptor,Lutropin alfa
BTD00056,G03GA07,Lutropin-choriogonadotropic hormone receptor,Lutropin alfa
BIOD00056,G03GA07,Lutropin-choriogonadotropic hormone receptor,Lutropin alfa
DB00046,A10AC04,Insulin receptor,Insulin lispro
DB00046,A10AC04,Insulin-like growth factor 1 receptor,Insulin lispro
DB00046,A10AB04,Insulin receptor,Insulin lispro
DB00046,A10AB04,Insulin-like growth factor 1 receptor,Insulin lispro
DB00046,A10AD04,Insulin receptor,Insulin lispro
DB00046,A10AD04,Insulin-like growth factor 1 receptor,Insulin lispro
BTD00065,A10AC04,Insulin receptor,Insulin lispro
BTD00065,A10AC04,Insulin-like growth factor 1 receptor,Insulin lispro
BTD00065,A10AB04,Insulin receptor,Insulin lispro
BTD00065,A10AB04,Insulin-like growth factor 1 receptor,Insulin lispro
BTD00065,A10AD04,Insulin receptor,Insulin lispro
BTD00065,A10AD04,Insulin-like growth factor 1 receptor,Insulin lispro
BIOD00065,A10AC04,Insulin receptor,Insulin lispro
BIOD00065,A10AC04,Insulin-like growth factor 1 receptor,Insulin lispro
BIOD00065,A10AB04,Insulin receptor,Insulin lispro
BIOD00065,A10AB04,Insulin-like growth factor 1 receptor,Insulin lispro
BIOD00065,A10AD04,Insulin receptor,Insulin lispro
BIOD00065,A10AD04,Insulin-like growth factor 1 receptor,Insulin lispro
DB01310,A10AC04,Insulin receptor,Insulin lispro
DB01310,A10AC04,Insulin-like growth factor 1 receptor,Insulin lispro
DB01310,A10AB04,Insulin receptor,Insulin lispro
DB01310,A10AB04,Insulin-like growth factor 1 receptor,Insulin lispro
DB01310,A10AD04,Insulin receptor,Insulin lispro
DB01310,A10AD04,Insulin-like growth factor 1 receptor,Insulin lispro
DB00047,A10AE54,Insulin receptor,Insulin glargine
DB00047,A10AE54,Insulin-like growth factor 1 receptor,Insulin glargine
DB00047,A10AE04,Insulin receptor,Insulin glargine
DB00047,A10AE04,Insulin-like growth factor 1 receptor,Insulin glargine
BTD00045,A10AE54,Insulin receptor,Insulin glargine
BTD00045,A10AE54,Insulin-like growth factor 1 receptor,Insulin glargine
BTD00045,A10AE04,Insulin receptor,Insulin glargine
