atccode,target
A09AB01,"Glutamate dehydrogenase 2, mitochondrial"
A09AB01,GMP synthase [glutamine-hydrolyzing]
A09AB01,"Branched-chain-amino-acid aminotransferase, cytosolic"
A09AB01,"4-aminobutyrate aminotransferase, mitochondrial"
A09AB01,"Glutamate receptor ionotropic, NMDA 1"
A09AB01,"Folylpolyglutamate synthase, mitochondrial"
A09AB01,Glutamyl aminopeptidase
A09AB01,"Glutamate receptor ionotropic, NMDA 2A"
A09AB01,"Glutamate receptor ionotropic, NMDA 2B"
A09AB01,"Glutamate receptor ionotropic, NMDA 2C"
A09AB01,Aspartate aminotransferase
A09AB01,"Probable glutamate--tRNA ligase, mitochondrial"
A09AB01,Glutamine-dependent NAD(+) synthetase
A09AB01,"N-acetylglutamate synthase, mitochondrial"
A09AB01,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
A09AB01,"Glutamate receptor ionotropic, NMDA 3A"
A09AB01,Alanine aminotransferase 2
A09AB01,"Alpha-aminoadipic semialdehyde synthase, mitochondrial"
A09AB01,"Glutaminase liver isoform, mitochondrial"
A09AB01,Aspartyl aminopeptidase
A09AB01,Cystine/glutamate transporter
A09AB01,Carboxypeptidase Q
A09AB01,Phosphoserine aminotransferase
A09AB01,"Glutamate dehydrogenase 1, mitochondrial"
A09AB01,"Glutamate receptor ionotropic, kainate 1"
A09AB01,Glutamate receptor 1
A09AB01,Glutamate--cysteine ligase regulatory subunit
A09AB01,Glutamate carboxypeptidase 2
A09AB01,Glutamate decarboxylase 2
A09AB01,Glutamate decarboxylase 1
A09AB01,Formimidoyltransferase-cyclodeaminase
A09AB01,Glutamate receptor 2
A09AB01,Glutamate receptor 3
A09AB01,Glutamate receptor 4
A09AB01,Delta-1-pyrroline-5-carboxylate synthase
A09AB01,"Glutamate receptor ionotropic, kainate 2"
A09AB01,"Glutamate receptor ionotropic, kainate 3"
V03AB32,Microsomal glutathione S-transferase 3
V03AB32,Hematopoietic prostaglandin D synthase
V03AB32,Glutathione S-transferase A1
V03AB32,Glutathione S-transferase A2
V03AB32,Microsomal glutathione S-transferase 1
V03AB32,S-formylglutathione hydrolase
V03AB32,Gamma-glutamyltranspeptidase 1
V03AB32,Glutathione S-transferase Mu 2
V03AB32,Glutaredoxin-1
V03AB32,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial"
V03AB32,Glutathione S-transferase Mu 5
V03AB32,Glutathione peroxidase 6
V03AB32,"Hydroxyacylglutathione hydrolase, mitochondrial"
V03AB32,Glutathione peroxidase
V03AB32,Glutathione peroxidase 7
V03AB32,Microsomal glutathione S-transferase 2
V03AB32,Glutathione S-transferase omega-2
V03AB32,"Glutaredoxin-2, mitochondrial"
V03AB32,Lactoylglutathione lyase
V03AB32,Leukotriene C4 synthase
V03AB32,"Glutathione reductase, mitochondrial"
V03AB32,Glutathione synthetase
V03AB32,Glutathione S-transferase Mu 1
V03AB32,Glutathione S-transferase kappa 1
V03AB32,Glutathione S-transferase A3
V03AB32,Glutathione S-transferase Mu 3
V03AB32,Glutathione S-transferase A4
V03AB32,Glutathione S-transferase Mu 4
V03AB32,Glutathione S-transferase A5
V03AB32,Glutathione S-transferase P
V03AB32,Glutathione S-transferase omega-1
V03AB32,Glutathione peroxidase 1
V03AB32,Glutathione peroxidase 2
V03AB32,Glutathione S-transferase theta-1
V03AB32,Maleylacetoacetate isomerase
V03AB32,Epididymal secretory glutathione peroxidase
V03AB32,Glutathione peroxidase 3
V03AB32,Aldose reductase
V03AB32,Matrix metalloproteinase-9
V03AB32,Cytochrome P450 3A4
V03AB32,Glutathione peroxidase
B05CX03,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"
B05CX03,"5-aminolevulinate synthase, nonspecific, mitochondrial"
B05CX03,"5-aminolevulinate synthase, erythroid-specific, mitochondrial"
B05CX03,Glycine--tRNA ligase
B05CX03,"Glutamate receptor ionotropic, NMDA 2A"
B05CX03,Bile acid-CoA:amino acid N-acyltransferase
B05CX03,N-arachidonyl glycine receptor
B05CX03,Glutathione synthetase
B05CX03,"Glutamate receptor ionotropic, NMDA 2C"
B05CX03,Serine hydroxymethyltransferase
B05CX03,Glycine N-acyltransferase
B05CX03,"Serine hydroxymethyltransferase, mitochondrial"
B05CX03,Glycine N-acyltransferase-like protein 2
B05CX03,Glycine N-acyltransferase-like protein 1
B05CX03,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
B05CX03,Peroxisomal sarcosine oxidase
B05CX03,"Glutamate receptor ionotropic, NMDA 3B"
B05CX03,Glycine receptor subunit alpha-1
B05CX03,Serine--pyruvate aminotransferase
B05CX03,Glycine receptor subunit beta
B05CX03,"Serine hydroxymethyltransferase, cytosolic"
B05CX03,Glycine receptor subunit alpha-3
B05CX03,Glycine receptor subunit alpha-2
B05CX03,Glycine N-methyltransferase
B05CX03,"Glycine amidinotransferase, mitochondrial"
A11CC06,Vitamin D3 receptor
N06AX02,"Tryptophan--tRNA ligase, mitochondrial"
N06AX02,Tryptophan--tRNA ligase
N06AX02,"Tryptophan--tRNA ligase, cytoplasmic"
A11DA01,Thiamin pyrophosphokinase 1
A11CC01,Vitamin D3 receptor
A11CC01,Voltage-dependent calcium channel
B03AE02,Folate receptor gamma
B03AE02,Folate receptor beta
B03AE02,Folate receptor alpha
V04CX02,Folate receptor gamma
V04CX02,Folate receptor beta
V04CX02,Folate receptor alpha
B03BB01,Folate receptor gamma
B03BB01,Folate receptor beta
B03BB01,Folate receptor alpha
B03AE01,Folate receptor gamma
B03AE01,Folate receptor beta
B03AE01,Folate receptor alpha
B03BB51,Folate receptor gamma
B03BB51,Folate receptor beta
B03BB51,Folate receptor alpha
S01XA02,Retinol dehydrogenase 12
S01XA02,Short-chain dehydrogenase/reductase 3
S01XA02,Aldehyde dehydrogenase family 1 member A3
S01XA02,"All-trans-retinol 13,14-reductase"
S01XA02,Retinol dehydrogenase 11
S01XA02,Dehydrogenase/reductase SDR family member 4
S01XA02,Retinol dehydrogenase 14
S01XA02,Retinol dehydrogenase 8
S01XA02,Lecithin retinol acyltransferase
S01XA02,11-cis retinol dehydrogenase
S01XA02,Retinol dehydrogenase 13
S01XA02,Retinal dehydrogenase 2
S01XA02,Retinal dehydrogenase 1
S01XA02,Apolipoprotein D
S01XA02,Prostaglandin-H2 D-isomerase
V04CB01,Retinol dehydrogenase 12
V04CB01,Short-chain dehydrogenase/reductase 3
V04CB01,Aldehyde dehydrogenase family 1 member A3
V04CB01,"All-trans-retinol 13,14-reductase"
V04CB01,Retinol dehydrogenase 11
V04CB01,Dehydrogenase/reductase SDR family member 4
V04CB01,Retinol dehydrogenase 14
V04CB01,Retinol dehydrogenase 8
V04CB01,Lecithin retinol acyltransferase
V04CB01,11-cis retinol dehydrogenase
V04CB01,Retinol dehydrogenase 13
V04CB01,Retinal dehydrogenase 2
V04CB01,Retinal dehydrogenase 1
V04CB01,Apolipoprotein D
V04CB01,Prostaglandin-H2 D-isomerase
D10AD02,Retinol dehydrogenase 12
D10AD02,Short-chain dehydrogenase/reductase 3
D10AD02,Aldehyde dehydrogenase family 1 member A3
D10AD02,"All-trans-retinol 13,14-reductase"
D10AD02,Retinol dehydrogenase 11
D10AD02,Dehydrogenase/reductase SDR family member 4
D10AD02,Retinol dehydrogenase 14
D10AD02,Retinol dehydrogenase 8
D10AD02,Lecithin retinol acyltransferase
D10AD02,11-cis retinol dehydrogenase
D10AD02,Retinol dehydrogenase 13
D10AD02,Retinal dehydrogenase 2
D10AD02,Retinal dehydrogenase 1
D10AD02,Apolipoprotein D
D10AD02,Prostaglandin-H2 D-isomerase
R01AX02,Retinol dehydrogenase 12
R01AX02,Short-chain dehydrogenase/reductase 3
R01AX02,Aldehyde dehydrogenase family 1 member A3
R01AX02,"All-trans-retinol 13,14-reductase"
R01AX02,Retinol dehydrogenase 11
R01AX02,Dehydrogenase/reductase SDR family member 4
R01AX02,Retinol dehydrogenase 14
R01AX02,Retinol dehydrogenase 8
R01AX02,Lecithin retinol acyltransferase
R01AX02,11-cis retinol dehydrogenase
R01AX02,Retinol dehydrogenase 13
R01AX02,Retinal dehydrogenase 2
R01AX02,Retinal dehydrogenase 1
R01AX02,Apolipoprotein D
R01AX02,Prostaglandin-H2 D-isomerase
A11CA01,Retinol dehydrogenase 12
A11CA01,Short-chain dehydrogenase/reductase 3
A11CA01,Aldehyde dehydrogenase family 1 member A3
A11CA01,"All-trans-retinol 13,14-reductase"
A11CA01,Retinol dehydrogenase 11
A11CA01,Dehydrogenase/reductase SDR family member 4
A11CA01,Retinol dehydrogenase 14
A11CA01,Retinol dehydrogenase 8
A11CA01,Lecithin retinol acyltransferase
A11CA01,11-cis retinol dehydrogenase
A11CA01,Retinol dehydrogenase 13
A11CA01,Retinal dehydrogenase 2
A11CA01,Retinal dehydrogenase 1
A11CA01,Apolipoprotein D
A11CA01,Prostaglandin-H2 D-isomerase
J04AM08,Pyridoxal kinase
A11HA02,Pyridoxal kinase
A16AX01,"Lipoyltransferase 1, mitochondrial"
A16AX01,"Lipoyl synthase, mitochondrial"
A16AX01,Sodium-dependent multivitamin transporter
M05BB09,Vitamin D3 receptor
M05BX53,Vitamin D3 receptor
M05BB07,Vitamin D3 receptor
M05BB08,Vitamin D3 receptor
A11CC55,Vitamin D3 receptor
M05BB05,Vitamin D3 receptor
A11CC05,Vitamin D3 receptor
M05BB03,Vitamin D3 receptor
M05BB04,Vitamin D3 receptor
B02BA02,Vitamin K-dependent gamma-carboxylase
B02BA02,Vitamin K epoxide reductase complex subunit 1
B02BA02,Vitamin K epoxide reductase complex subunit 1-like protein 1
B02BA02,Prothrombin
B02BA02,Coagulation factor IX
B02BA02,Vitamin K-dependent protein C
B02BA02,Vitamin K-dependent protein S
B02BA02,Ribosyldihydronicotinamide dehydrogenase [quinone]
B02BA02,NAD(P)H dehydrogenase [quinone] 1
B02BA02,Osteocalcin
C10AA03,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10AA03,Histone deacetylase 2
C10BA03,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BA03,Histone deacetylase 2
C10BX02,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX02,Histone deacetylase 2
N06AB08,Sodium-dependent serotonin transporter
N06AB08,Potassium voltage-gated channel subfamily H member 2
C09DX05,Type-1 angiotensin II receptor
C10BX10,Type-1 angiotensin II receptor
C09DA03,Type-1 angiotensin II receptor
C09CA03,Type-1 angiotensin II receptor
C09DX02,Type-1 angiotensin II receptor
C09DX01,Type-1 angiotensin II receptor
C09DB08,Type-1 angiotensin II receptor
C09DB01,Type-1 angiotensin II receptor
C09DX04,Type-1 angiotensin II receptor
C09BX03,Angiotensin-converting enzyme
C09BX03,B1 bradykinin receptor
C10BX04,Angiotensin-converting enzyme
C10BX04,B1 bradykinin receptor
C10BX17,Angiotensin-converting enzyme
C10BX17,B1 bradykinin receptor
C09BB07,Angiotensin-converting enzyme
C09BB07,B1 bradykinin receptor
C10BX06,Angiotensin-converting enzyme
C10BX06,B1 bradykinin receptor
C09BB05,Angiotensin-converting enzyme
C09BB05,B1 bradykinin receptor
C09BA05,Angiotensin-converting enzyme
C09BA05,B1 bradykinin receptor
C09AA05,Angiotensin-converting enzyme
C09AA05,B1 bradykinin receptor
L01XX10,Arachidonate 5-lipoxygenase
L01XX10,Sex hormone-binding globulin
R01AD04,Glucocorticoid receptor
R03BA03,Glucocorticoid receptor
M03BX01,Gamma-aminobutyric acid type B receptor subunit 1
M03BX01,Gamma-aminobutyric acid type B receptor subunit 2
N06BA01,Synaptic vesicular amine transporter
N06BA01,Sodium-dependent dopamine transporter
N06BA01,Cocaine- and amphetamine-regulated transcript protein
N06BA01,Trace amine-associated receptor 1
N06BA01,Sodium-dependent noradrenaline transporter
N06BA01,Alpha adrenergic receptor
N06BA01,Beta adrenergic receptor
N06BA01,Dopamine D2 receptor
N06BA01,Amine oxidase [flavin-containing] B
N06BA01,Sodium-dependent serotonin transporter
N06BA01,Monoamine oxidase
N06BA01,vesicular monoamine transporter 2 (VMAT2)
V04CG04,Gastrin/cholecystokinin type B receptor
N07BA01,Neuronal acetylcholine receptor subunit alpha-4
N07BA01,Neuronal acetylcholine receptor subunit alpha-7
N07BA01,Neuronal acetylcholine receptor subunit beta-2
N07BA01,Neuronal acetylcholine receptor subunit alpha-2
N07BA01,Neuronal acetylcholine receptor subunit alpha-3
N07BA01,Neuronal acetylcholine receptor subunit alpha-5
N07BA01,Neuronal acetylcholine receptor subunit alpha-6
N07BA01,Neuronal acetylcholine receptor subunit alpha-9
N07BA01,Neuronal acetylcholine receptor subunit alpha-10
N07BA01,Neuronal acetylcholine receptor subunit beta-3
N07BA01,Neuronal acetylcholine receptor subunit beta-4
N07BA01,Cytochrome P450 19A1
N07BA01,Choline O-acetyltransferase
N07AX03,Muscarinic acetylcholine receptor M3
N07AX03,Muscarinic acetylcholine receptor M1
N05BA56,GABA(A) Receptor
N05BA56,GABA(A) Receptor Benzodiazepine Binding Site
N05BA06,GABA(A) Receptor
N05BA06,GABA(A) Receptor Benzodiazepine Binding Site
C07AB09,Beta-1 adrenergic receptor
L01XX32,Proteasome subunit beta type-5
L01XX32,Proteasome subunit beta type-1
N05CM08,GABA(A) Receptor
A08AA01,Sodium-dependent noradrenaline transporter
A08AA01,Sodium-dependent serotonin transporter
A08AA01,Sodium-dependent dopamine transporter
A08AA01,Amine oxidase [flavin-containing] A
A08AA01,Amine oxidase [flavin-containing] B
A08AA01,Pro-neuropeptide Y
N02AJ13,Mu-type opioid receptor
N02AJ13,Sodium-dependent noradrenaline transporter
N02AJ13,Sodium-dependent serotonin transporter
N02AJ13,5-hydroxytryptamine receptor 2C
N02AJ13,Kappa-type opioid receptor
N02AJ13,Delta-type opioid receptor
N02AJ13,Alpha-7 nicotinic cholinergic receptor subunit
N02AJ13,Muscarinic acetylcholine receptor M3
N02AJ13,Muscarinic acetylcholine receptor M1
N02AJ13,Neurokinin 1 receptor
N02AJ13,Sodium channel protein type 2 subunit alpha
N02AJ13,Transient receptor potential cation channel subfamily V member 1
N02AJ13,NMDA receptor
N02AJ13,Adenosine receptor A1
N02AJ13,Alpha-2 adrenergic receptors
N02AJ14,Mu-type opioid receptor
N02AJ14,Sodium-dependent noradrenaline transporter
N02AJ14,Sodium-dependent serotonin transporter
N02AJ14,5-hydroxytryptamine receptor 2C
N02AJ14,Kappa-type opioid receptor
N02AJ14,Delta-type opioid receptor
N02AJ14,Alpha-7 nicotinic cholinergic receptor subunit
N02AJ14,Muscarinic acetylcholine receptor M3
N02AJ14,Muscarinic acetylcholine receptor M1
N02AJ14,Neurokinin 1 receptor
N02AJ14,Sodium channel protein type 2 subunit alpha
N02AJ14,Transient receptor potential cation channel subfamily V member 1
N02AJ14,NMDA receptor
N02AJ14,Adenosine receptor A1
N02AJ14,Alpha-2 adrenergic receptors
N02AX02,Mu-type opioid receptor
N02AX02,Sodium-dependent noradrenaline transporter
N02AX02,Sodium-dependent serotonin transporter
N02AX02,5-hydroxytryptamine receptor 2C
N02AX02,Kappa-type opioid receptor
N02AX02,Delta-type opioid receptor
N02AX02,Alpha-7 nicotinic cholinergic receptor subunit
N02AX02,Muscarinic acetylcholine receptor M3
N02AX02,Muscarinic acetylcholine receptor M1
N02AX02,Neurokinin 1 receptor
N02AX02,Sodium channel protein type 2 subunit alpha
N02AX02,Transient receptor potential cation channel subfamily V member 1
N02AX02,NMDA receptor
N02AX02,Adenosine receptor A1
N02AX02,Alpha-2 adrenergic receptors
J05AB03,DNA polymerase catalytic subunit
J05AB03,Thymidine kinase
J05AB03,Thymidine kinase
S01AD06,DNA polymerase catalytic subunit
S01AD06,Thymidine kinase
S01AD06,Thymidine kinase
S01ED02,Beta-1 adrenergic receptor
S01ED02,Beta-2 adrenergic receptor
C07AB05,Beta-1 adrenergic receptor
C07AB05,Beta-2 adrenergic receptor
S01ED52,Beta-1 adrenergic receptor
S01ED52,Beta-2 adrenergic receptor
J01RA07,Cytochrome P450 51
J02AC01,Cytochrome P450 51
D01AC15,Cytochrome P450 51
A10BG01,Peroxisome proliferator-activated receptor gamma
A10BG01,Long-chain-fatty-acid--CoA ligase 4
A10BG01,Plasminogen activator inhibitor 1
A10BG01,Equilibrative nucleoside transporter 1
A10BG01,Estrogen-related receptor gamma
A10BG01,Steroid hormone receptor ERR1
A10BG01,Peroxisome proliferator-activated receptor delta
A10BG01,Peroxisome proliferator-activated receptor alpha
A10BG01,Glutathione S-transferase P
J05AH02,Neuraminidase
J05AH02,Sialidase-1
J05AH02,Sialidase-2
J01FA01,23S ribosomal RNA
J01FA01,Motilin receptor
J01FA01,Potassium voltage-gated channel subfamily H member 2
D10AF02,23S ribosomal RNA
D10AF02,Motilin receptor
D10AF02,Potassium voltage-gated channel subfamily H member 2
S01AA17,23S ribosomal RNA
S01AA17,Motilin receptor
S01AA17,Potassium voltage-gated channel subfamily H member 2
D10AF52,23S ribosomal RNA
D10AF52,Motilin receptor
D10AF52,Potassium voltage-gated channel subfamily H member 2
B03BA53,Methionine synthase
B03BA53,"Methylmalonyl-CoA mutase, mitochondrial"
B03BA53,"Methylmalonic aciduria type A protein, mitochondrial"
B03BA53,Transcobalamin-1
B03BA53,Protein amnionless
B03BA53,Cubilin
B03BA53,Methylmalonic aciduria and homocystinuria type C protein
V03AB33,Methionine synthase
V03AB33,"Methylmalonyl-CoA mutase, mitochondrial"
V03AB33,"Methylmalonic aciduria type A protein, mitochondrial"
V03AB33,Transcobalamin-1
V03AB33,Protein amnionless
V03AB33,Cubilin
V03AB33,Methylmalonic aciduria and homocystinuria type C protein
B03BA03,Methionine synthase
B03BA03,"Methylmalonyl-CoA mutase, mitochondrial"
B03BA03,"Methylmalonic aciduria type A protein, mitochondrial"
B03BA03,Transcobalamin-1
B03BA03,Protein amnionless
B03BA03,Cubilin
B03BA03,Methylmalonic aciduria and homocystinuria type C protein
R03DA20,Adenosine receptor A1
R03DA20,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
R03DA20,Adenosine receptor A2a
R03DA20,Ryanodine receptor 1
R03DA20,Cyclic nucleotide phosphodiesterase
R03DA20,DNA-dependent protein kinase catalytic subunit
R03DA20,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
R03DA20,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
R03DA20,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
R03DA20,"Inositol 1,4,5-trisphosphate receptor"
R03DA20,Serine-protein kinase ATM
R03DA20,Adenosine receptor A2b
R03DA20,Adenosine receptor A3
R03DA20,Phosphodiesterase enzymes
V04CG30,Adenosine receptor A1
V04CG30,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
V04CG30,Adenosine receptor A2a
V04CG30,Ryanodine receptor 1
V04CG30,Cyclic nucleotide phosphodiesterase
V04CG30,DNA-dependent protein kinase catalytic subunit
V04CG30,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
V04CG30,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
V04CG30,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
V04CG30,"Inositol 1,4,5-trisphosphate receptor"
V04CG30,Serine-protein kinase ATM
V04CG30,Adenosine receptor A2b
V04CG30,Adenosine receptor A3
V04CG30,Phosphodiesterase enzymes
N06BC01,Adenosine receptor A1
N06BC01,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
N06BC01,Adenosine receptor A2a
N06BC01,Ryanodine receptor 1
N06BC01,Cyclic nucleotide phosphodiesterase
N06BC01,DNA-dependent protein kinase catalytic subunit
N06BC01,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
N06BC01,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
N06BC01,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
N06BC01,"Inositol 1,4,5-trisphosphate receptor"
N06BC01,Serine-protein kinase ATM
N06BC01,Adenosine receptor A2b
N06BC01,Adenosine receptor A3
N06BC01,Phosphodiesterase enzymes
M03AB01,Neuronal Acetylcholine (nACh) Receptor Subunits
M03AB01,Muscarinic acetylcholine receptor M2
M03AB01,Muscarinic acetylcholine receptor M3
G01AE10,"cGMP-specific 3',5'-cyclic phosphodiesterase"
G01AE10,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
G01AE10,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
G04BE03,"cGMP-specific 3',5'-cyclic phosphodiesterase"
G04BE03,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
G04BE03,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
