drugid,target
BTD00073,Interleukin-2 receptor subunit beta
BIOD00073,Interleukin-2 receptor subunit alpha
BIOD00073,Interleukin-2 receptor subunit beta
DB00075,T-cell surface glycoprotein CD3 delta chain
DB00075,T-cell surface glycoprotein CD3 epsilon chain
DB00075,T-cell surface glycoprotein CD3 gamma chain
DB00075,T-cell surface glycoprotein CD3 zeta chain
DB00075,Low affinity immunoglobulin gamma Fc region receptor III-B
BTD00005,T-cell surface glycoprotein CD3 delta chain
BTD00005,T-cell surface glycoprotein CD3 epsilon chain
BTD00005,T-cell surface glycoprotein CD3 gamma chain
BTD00005,T-cell surface glycoprotein CD3 zeta chain
BTD00005,Low affinity immunoglobulin gamma Fc region receptor III-B
BIOD00005,T-cell surface glycoprotein CD3 delta chain
BIOD00005,T-cell surface glycoprotein CD3 epsilon chain
BIOD00005,T-cell surface glycoprotein CD3 gamma chain
BIOD00005,T-cell surface glycoprotein CD3 zeta chain
BIOD00005,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00076,Digoxin
BTD00046,Digoxin
BTD00027,Digoxin
BIOD00046,Digoxin
BIOD00027,Digoxin
DB00078,B-lymphocyte antigen CD20
BTD00069,B-lymphocyte antigen CD20
BIOD00069,B-lymphocyte antigen CD20
DB00080,Cytoplasmic membrane
BTD00111,Cytoplasmic membrane
BIOD00111,Cytoplasmic membrane
DB00081,B-lymphocyte antigen CD20
DB00081,Low affinity immunoglobulin gamma Fc region receptor II-b
BTD00085,B-lymphocyte antigen CD20
BTD00085,Low affinity immunoglobulin gamma Fc region receptor II-b
BIOD00085,B-lymphocyte antigen CD20
BIOD00085,Low affinity immunoglobulin gamma Fc region receptor II-b
DB09557,B-lymphocyte antigen CD20
DB09557,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00082,Growth hormone receptor
BTD00044,Growth hormone receptor
BIOD00044,Growth hormone receptor
DB00083,Synaptosomal-associated protein 25
DB00083,Rho-related GTP-binding protein RhoB
BTD00092,Synaptosomal-associated protein 25
BTD00092,Rho-related GTP-binding protein RhoB
BIOD00092,Synaptosomal-associated protein 25
BIOD00092,Rho-related GTP-binding protein RhoB
DB00085,Dietary fat
DB00085,Dietary protein
DB00085,Dietary starch
BTD00067,Dietary fat
BTD00067,Dietary protein
BTD00067,Dietary starch
BIOD00067,Dietary fat
BIOD00067,Dietary protein
BIOD00067,Dietary starch
DB05356,Dietary fat
DB05356,Dietary protein
DB05356,Dietary starch
DB00086,Plasminogen
DB00086,Proteinase-activated receptor 1
BTD00028,Plasminogen
BTD00028,Proteinase-activated receptor 1
BIOD00028,Plasminogen
BIOD00028,Proteinase-activated receptor 1
DB00087,CAMPATH-1 antigen
DB00087,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00087,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00087,High affinity immunoglobulin gamma Fc receptor I
DB00087,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00087,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00087,Low affinity immunoglobulin gamma Fc region receptor II-c
BTD00109,CAMPATH-1 antigen
BTD00109,Low affinity immunoglobulin gamma Fc region receptor III-B
BTD00109,Low affinity immunoglobulin gamma Fc region receptor III-A
BTD00109,High affinity immunoglobulin gamma Fc receptor I
BTD00109,Low affinity immunoglobulin gamma Fc region receptor II-a
BTD00109,Low affinity immunoglobulin gamma Fc region receptor II-b
BTD00109,Low affinity immunoglobulin gamma Fc region receptor II-c
BIOD00109,CAMPATH-1 antigen
BIOD00109,Low affinity immunoglobulin gamma Fc region receptor III-B
BIOD00109,Low affinity immunoglobulin gamma Fc region receptor III-A
BIOD00109,High affinity immunoglobulin gamma Fc receptor I
BIOD00109,Low affinity immunoglobulin gamma Fc region receptor II-a
BIOD00109,Low affinity immunoglobulin gamma Fc region receptor II-b
BIOD00109,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00088,Glucocerebroside
BTD00037,Glucocerebroside
BIOD00037,Glucocerebroside
DB00089,Glutamate carboxypeptidase 2
BTD00080,Glutamate carboxypeptidase 2
BIOD00080,Glutamate carboxypeptidase 2
DB00090,Iduronic acid
BTD00008,Iduronic acid
BIOD00008,Iduronic acid
DB00091,Calcium signal-modulating cyclophilin ligand
DB00091,Calcineurin subunit B type 2
DB00091,Peptidyl-prolyl cis-trans isomerase A
DB00091,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
BTD00003,Calcium signal-modulating cyclophilin ligand
BTD00003,Calcineurin subunit B type 2
BTD00003,Peptidyl-prolyl cis-trans isomerase A
BTD00003,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
BIOD00003,Calcium signal-modulating cyclophilin ligand
BIOD00003,Calcineurin subunit B type 2
BIOD00003,Peptidyl-prolyl cis-trans isomerase A
BIOD00003,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
DB00092,T-cell surface antigen CD2
DB00092,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00092,Low affinity immunoglobulin gamma Fc region receptor III-B
BTD00055,T-cell surface antigen CD2
BTD00055,Low affinity immunoglobulin gamma Fc region receptor III-A
BTD00055,Low affinity immunoglobulin gamma Fc region receptor III-B
BIOD00055,T-cell surface antigen CD2
BIOD00055,Low affinity immunoglobulin gamma Fc region receptor III-A
BIOD00055,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00093,Vasopressin V1a receptor
BTD00114,Vasopressin V1a receptor
BIOD00114,Vasopressin V1a receptor
DB00094,Follicle-stimulating hormone receptor
BTD00104,Follicle-stimulating hormone receptor
BIOD00104,Follicle-stimulating hormone receptor
DB00095,Integrin alpha-L
DB00095,Integrin alpha-X
BTD00074,Integrin alpha-L
BTD00074,Integrin alpha-X
BIOD00074,Integrin alpha-L
BIOD00074,Integrin alpha-X
DB00097,Lutropin-choriogonadotropic hormone receptor
DB00097,Follicle-stimulating hormone receptor
BTD00034,Lutropin-choriogonadotropic hormone receptor
BTD00034,Follicle-stimulating hormone receptor
BIOD00034,Lutropin-choriogonadotropic hormone receptor
BIOD00034,Follicle-stimulating hormone receptor
DB00098,T-cell surface glycoprotein CD1a
DB00098,Major histocompatibility complex class I-related gene protein
DB00098,Integrin alpha-L
DB00098,T-lymphocyte activation antigen CD86
DB00098,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00098,T-cell surface glycoprotein CD4
DB00098,Integrin beta-1
DB00098,Integrin alpha-V
DB00098,Integrin beta-3
BTD00040,T-cell surface glycoprotein CD1a
BTD00040,Major histocompatibility complex class I-related gene protein
BTD00040,Integrin alpha-L
BTD00040,T-lymphocyte activation antigen CD86
BTD00040,Low affinity immunoglobulin gamma Fc region receptor II-b
BTD00040,T-cell surface glycoprotein CD4
BTD00040,Integrin beta-1
BTD00040,Integrin alpha-V
BTD00040,Integrin beta-3
BIOD00040,T-cell surface glycoprotein CD1a
BIOD00040,Major histocompatibility complex class I-related gene protein
BIOD00040,Integrin alpha-L
BIOD00040,T-lymphocyte activation antigen CD86
BIOD00040,Low affinity immunoglobulin gamma Fc region receptor II-b
BIOD00040,T-cell surface glycoprotein CD4
BIOD00040,Integrin beta-1
BIOD00040,Integrin alpha-V
BIOD00040,Integrin beta-3
DB00099,Granulocyte colony-stimulating factor receptor
DB00099,Neutrophil elastase
BTD00072,Granulocyte colony-stimulating factor receptor
BTD00072,Neutrophil elastase
BIOD00072,Granulocyte colony-stimulating factor receptor
BIOD00072,Neutrophil elastase
DB09560,Granulocyte colony-stimulating factor receptor
DB09560,Neutrophil elastase
DB00100,Coagulation factor X
DB00100,Coagulation factor XI
DB00100,Coagulation factor VII
DB00100,Coagulation factor VIII
DB00100,Prothrombin
DB00100,Prolow-density lipoprotein receptor-related protein 1
DB00100,Vitamin K-dependent gamma-carboxylase
BTD00038,Coagulation factor X
BTD00038,Coagulation factor XI
BTD00038,Coagulation factor VII
BTD00038,Coagulation factor VIII
BTD00038,Prothrombin
BTD00038,Prolow-density lipoprotein receptor-related protein 1
BTD00038,Vitamin K-dependent gamma-carboxylase
BIOD00038,Coagulation factor X
BIOD00038,Coagulation factor XI
BIOD00038,Coagulation factor VII
BIOD00038,Coagulation factor VIII
BIOD00038,Prothrombin
BIOD00038,Prolow-density lipoprotein receptor-related protein 1
BIOD00038,Vitamin K-dependent gamma-carboxylase
DB00102,Platelet-derived growth factor receptor beta
DB00102,Platelet-derived growth factor receptor alpha
DB00102,Alpha-2-macroglobulin
BTD00053,Platelet-derived growth factor receptor beta
BTD00053,Platelet-derived growth factor receptor alpha
BTD00053,Alpha-2-macroglobulin
BIOD00053,Platelet-derived growth factor receptor beta
BIOD00053,Platelet-derived growth factor receptor alpha
BIOD00053,Alpha-2-macroglobulin
DB00103,Globotriaosylceramide
BTD00075,Globotriaosylceramide
BIOD00075,Globotriaosylceramide
DB00104,Somatostatin receptor
BTD00088,Somatostatin receptor
BIOD00088,Somatostatin receptor
DB00105,Interferon alpha/beta receptor 2
DB00105,Interferon alpha/beta receptor 1
BTD00066,Interferon alpha/beta receptor 2
BTD00066,Interferon alpha/beta receptor 1
BIOD00066,Interferon alpha/beta receptor 2
BIOD00066,Interferon alpha/beta receptor 1
DB05600,Interferon alpha/beta receptor 2
DB05600,Interferon alpha/beta receptor 1
DB00106,Gonadotropin-releasing hormone receptor
BTD00051,Gonadotropin-releasing hormone receptor
BIOD00051,Gonadotropin-releasing hormone receptor
DB00107,Oxytocin receptor
BTD00016,Oxytocin receptor
BIOD00016,Oxytocin receptor
DB00108,Integrin alpha-4
DB00108,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00108,Intercellular adhesion molecule 1
DB00108,High affinity immunoglobulin gamma Fc receptor I
BTD00083,Integrin alpha-4
BTD00083,Low affinity immunoglobulin gamma Fc region receptor III-B
BTD00083,Intercellular adhesion molecule 1
BTD00083,High affinity immunoglobulin gamma Fc receptor I
BIOD00083,Integrin alpha-4
BIOD00083,Low affinity immunoglobulin gamma Fc region receptor III-B
BIOD00083,Intercellular adhesion molecule 1
BIOD00083,High affinity immunoglobulin gamma Fc receptor I
DB00109,Envelope glycoprotein
BTD00106,Envelope glycoprotein
BIOD00106,Envelope glycoprotein
DB00110,Fusion glycoprotein F0
DB00110,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00110,Complement C1r subcomponent
DB00110,Complement C1q subcomponent subunit A
DB00110,Complement C1q subcomponent subunit B
DB00110,Complement C1q subcomponent subunit C
DB00110,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00110,High affinity immunoglobulin gamma Fc receptor I
DB00110,Low affinity immunoglobulin gamma Fc region receptor II-b
BTD00097,Fusion glycoprotein F0
BTD00097,Low affinity immunoglobulin gamma Fc region receptor III-B
BTD00097,Complement C1r subcomponent
BTD00097,Complement C1q subcomponent subunit A
BTD00097,Complement C1q subcomponent subunit B
BTD00097,Complement C1q subcomponent subunit C
BTD00097,Low affinity immunoglobulin gamma Fc region receptor III-A
BTD00097,High affinity immunoglobulin gamma Fc receptor I
BTD00097,Low affinity immunoglobulin gamma Fc region receptor II-b
BIOD00097,Fusion glycoprotein F0
BIOD00097,Low affinity immunoglobulin gamma Fc region receptor III-B
BIOD00097,Complement C1r subcomponent
BIOD00097,Complement C1q subcomponent subunit A
BIOD00097,Complement C1q subcomponent subunit B
BIOD00097,Complement C1q subcomponent subunit C
BIOD00097,Low affinity immunoglobulin gamma Fc region receptor III-A
BIOD00097,High affinity immunoglobulin gamma Fc receptor I
BIOD00097,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00111,Interleukin-2 receptor subunit alpha
DB00111,Interleukin-2 receptor subunit beta
DB00111,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00111,Complement C1r subcomponent
DB00111,Complement C1q subcomponent subunit A
DB00111,Complement C1q subcomponent subunit B
DB00111,Complement C1q subcomponent subunit C
DB00111,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00111,High affinity immunoglobulin gamma Fc receptor I
DB00111,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00111,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00111,Low affinity immunoglobulin gamma Fc region receptor II-c
BTD00007,Interleukin-2 receptor subunit alpha
BTD00007,Interleukin-2 receptor subunit beta
BTD00007,Low affinity immunoglobulin gamma Fc region receptor III-B
BTD00007,Complement C1r subcomponent
BTD00007,Complement C1q subcomponent subunit A
BTD00007,Complement C1q subcomponent subunit B
BTD00007,Complement C1q subcomponent subunit C
BTD00007,Low affinity immunoglobulin gamma Fc region receptor III-A
BTD00007,High affinity immunoglobulin gamma Fc receptor I
BTD00007,Low affinity immunoglobulin gamma Fc region receptor II-a
BTD00007,Low affinity immunoglobulin gamma Fc region receptor II-b
BTD00007,Low affinity immunoglobulin gamma Fc region receptor II-c
BIOD00007,Interleukin-2 receptor subunit alpha
BIOD00007,Interleukin-2 receptor subunit beta
BIOD00007,Low affinity immunoglobulin gamma Fc region receptor III-B
BIOD00007,Complement C1r subcomponent
BIOD00007,Complement C1q subcomponent subunit A
BIOD00007,Complement C1q subcomponent subunit B
BIOD00007,Complement C1q subcomponent subunit C
BIOD00007,Low affinity immunoglobulin gamma Fc region receptor III-A
BIOD00007,High affinity immunoglobulin gamma Fc receptor I
BIOD00007,Low affinity immunoglobulin gamma Fc region receptor II-a
BIOD00007,Low affinity immunoglobulin gamma Fc region receptor II-b
BIOD00007,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00112,Vascular endothelial growth factor A
DB00112,Complement C1q subcomponent subunit A
DB00112,Complement C1q subcomponent subunit B
DB00112,Complement C1q subcomponent subunit C
DB00112,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00112,High affinity immunoglobulin gamma Fc receptor I
DB00112,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00112,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00112,Low affinity immunoglobulin gamma Fc region receptor II-c
BTD00087,Vascular endothelial growth factor A
BTD00087,Complement C1q subcomponent subunit A
BTD00087,Complement C1q subcomponent subunit B
BTD00087,Complement C1q subcomponent subunit C
BTD00087,Low affinity immunoglobulin gamma Fc region receptor III-A
BTD00087,High affinity immunoglobulin gamma Fc receptor I
BTD00087,Low affinity immunoglobulin gamma Fc region receptor II-a
BTD00087,Low affinity immunoglobulin gamma Fc region receptor II-b
BTD00087,Low affinity immunoglobulin gamma Fc region receptor II-c
BIOD00087,Vascular endothelial growth factor A
BIOD00087,Complement C1q subcomponent subunit A
BIOD00087,Complement C1q subcomponent subunit B
BIOD00087,Complement C1q subcomponent subunit C
BIOD00087,Low affinity immunoglobulin gamma Fc region receptor III-A
BIOD00087,High affinity immunoglobulin gamma Fc receptor I
BIOD00087,Low affinity immunoglobulin gamma Fc region receptor II-a
BIOD00087,Low affinity immunoglobulin gamma Fc region receptor II-b
BIOD00087,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00113,Carcinoembryonic antigen-related cell adhesion molecule 1
BTD00107,Carcinoembryonic antigen-related cell adhesion molecule 1
BIOD00107,Carcinoembryonic antigen-related cell adhesion molecule 1
DB00114,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
DB00114,Glutamate decarboxylase 1
DB00114,Cystathionine beta-synthase
DB00114,Kynureninase
DB00114,"Serine hydroxymethyltransferase, cytosolic"
DB00114,"Cysteine desulfurase, mitochondrial"
DB00114,"Aspartate aminotransferase, cytoplasmic"
DB00114,"Ornithine aminotransferase, mitochondrial"
DB00114,Ornithine decarboxylase
DB00114,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
DB00114,"4-aminobutyrate aminotransferase, mitochondrial"
DB00114,Pyridoxine-5'-phosphate oxidase
DB00114,Sphingosine-1-phosphate lyase 1
DB00114,Tyrosine aminotransferase
DB00114,Kynurenine--oxoglutarate transaminase 1
DB00114,"Glycogen phosphorylase, liver form"
DB00114,Serine palmitoyltransferase 2
DB00114,Cysteine sulfinic acid decarboxylase
DB00114,Histidine decarboxylase
DB00114,Arginine decarboxylase
DB00114,L-serine dehydratase/L-threonine deaminase
DB00114,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"
DB00114,"Glycine dehydrogenase [decarboxylating], mitochondrial"
DB00114,Alanine aminotransferase 1
DB00114,Phosphoserine aminotransferase
DB00114,"5-aminolevulinate synthase, nonspecific, mitochondrial"
DB00114,Serine--pyruvate aminotransferase
DB00114,Pyridoxal phosphate phosphatase
DB00114,Serine palmitoyltransferase 1
DB00114,Cystathionine gamma-lyase
DB00114,"Branched-chain-amino-acid aminotransferase, cytosolic"
DB00114,"Branched-chain-amino-acid aminotransferase, mitochondrial"
DB00114,Proline synthase co-transcribed bacterial homolog protein
DB00114,"Aspartate aminotransferase, mitochondrial"
DB00114,"Glycogen phosphorylase, brain form"
DB00114,"Glycogen phosphorylase, muscle form"
DB00114,Aromatic-L-amino-acid decarboxylase
DB00114,Aspartate aminotransferase
DB00114,Serine hydroxymethyltransferase
DB00114,Selenocysteine lyase variant
DB00114,Phosphorylase
DB00114,5-aminolevulinate synthase
DB00114,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)"
DB00114,DDC protein
DB00114,Kynurenine--oxoglutarate transaminase 3
DB00114,Glutamate decarboxylase-like protein 1
DB00114,Selenocysteine lyase
DB00114,Immunoglobulin superfamily member 10
DB00114,5-phosphohydroxy-L-lysine phospho-lyase
DB00114,"Glutamate decarboxylase 1 (Brain, 67kDa)"
DB00114,"Serine hydroxymethyltransferase, mitochondrial"
DB00114,"5-aminolevulinate synthase, erythroid-specific, mitochondrial"
DB00114,Alanine aminotransferase 2
DB00114,Molybdenum cofactor sulfurase
DB00114,Serine dehydratase-like
DB00114,Hepatic peroxysomal alanine:glyoxylate aminotransferase
DB00114,Serine racemase
DB00114,O-phosphoseryl-tRNA(Sec) selenium transferase
